,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv1359-rdt793lv),rdt793lv.1.2,p1rlv1359.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdt1845-rdt1846),rdt1846.1.2.3,rdt1845.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0561274,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1846-rdt1847),rdt1847.1.2.3,rdt1846.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.146702,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1847-rdt1848),rdt1848.1.2.3,rdt1847.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0553677,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1848-rdt1849),rdt1849.1.2.3,rdt1848.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0495268,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1849-rdt1851),rdt1851.1.2.3,rdt1849.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0555127,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1851-rdt1887),rdt1887.1.2.3,rdt1851.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.28741,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1884-rdt1887),rdt1884.1.2.3,rdt1887.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0579121,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1884-rdt1885),rdt1885.1.2.3,rdt1884.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0789328,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1885-rdt1886),rdt1886.1.2.3,rdt1885.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0986743,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1886-rdt1888),rdt1888.1.2.3,rdt1886.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0394615,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1883-rdt1888),rdt1883.1.2.3,rdt1888.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0394713,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1883-rdt1889),rdt1889.1.2.3,rdt1883.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0394615,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1882-rdt1889),rdt1882.1.2.3,rdt1889.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0394713,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1881-rdt1882),rdt1881.1.2.3,rdt1882.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0492375,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt1891-rdt1901),rdt1891-rdt1901xx.1.2.3,rdt1891-rdt1901x.1.2.3,3p_ug_al_3,0.0285901,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1901-rdt1902),rdt1901-rdt1902xx.1.2.3,rdt1901-rdt1902x.1.2.3,3p_ug_al_3,0.0472103,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1890-rdt1902),rdt1890-rdt1902x.1.2.3,rdt1890-rdt1902xx.1.2.3,3p_ug_al_3,0.0186402,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1890-rdt1903),rdt1890-rdt1903xx.1.2.3,rdt1890-rdt1903x.1.2.3,3p_ug_al_3,0.0465854,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1903-rdt1904),rdt1903-rdt1904xx.1.2.3,rdt1903-rdt1904x.1.2.3,3p_ug_al_3,0.0743152,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1881-rdt1904),rdt1881-rdt1904x.1.2.3,rdt1881-rdt1904xx.1.2.3,3p_ug_al_3,0.0422595,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1880-rdt1881),rdt1880-rdt1881x.1.2.3,rdt1880-rdt1881xx.1.2.3,3p_ug_al_3,0.0684331,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,295,600,0.1,20,3,60,Yes,
Line.l(r:rdt1879-rdt1880),rdt1879.1.2.3,rdt1880.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.129044,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2581-rdt2585),rdt2585.1.2.3,rdt2581.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.115299,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2902-rdt2903),rdt2903.1.2.3,rdt2902.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0394713,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2893-rdt2903),rdt2893.1.2.3,rdt2903.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.137119,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2893-rdt2894),rdt2894.1.2.3,rdt2893.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0767587,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2894-rdt2895),rdt2895.1.2.3,rdt2894.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0770904,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2788-rdt2895),rdt2788.1.2.3,rdt2895.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0578949,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2785-rdt2788),rdt2785.1.2.3,rdt2788.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0859548,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2784-rdt2785),rdt2784.1.2.3,rdt2785.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0559131,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2782-rdt2784),rdt2782.1.2.3,rdt2784.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0745342,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2781-rdt2782),rdt2781.1.2.3,rdt2782.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.037272,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2781-rdt2783),rdt2783.1.2.3,rdt2781.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0372721,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2780-rdt2783),rdt2780.1.2.3,rdt2783.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0741834,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2777-rdt2780),rdt2777.1.2.3,rdt2780.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.255634,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2776-rdt2777),rdt2776.1.2.3,rdt2777.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0802887,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2582-rdt2776),rdt2582.1.2.3,rdt2776.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.329011,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2582-rdt2583),rdt2583.1.2.3,rdt2582.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0475895,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2583-rdt2584),rdt2584.1.2.3,rdt2583.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0670055,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2584-rdt2585),rdt2584-rdt2585x.1.2.3,rdt2584.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.222731,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2579-rdt2585),rdt2579.1.2.3,rdt2585.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0420004,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2579-rdt3337),rdt3337.1.2.3,rdt2579.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.1272,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt3336-rdt3337),rdt3336.1.2.3,rdt3337.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0271878,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2243-rdt3336),rdt2243.1.2.3,rdt3336.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.201738,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2243-rdt2244),rdt2244.1.2.3,rdt2243.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0368242,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2244-rdt2245),rdt2245.1.2.3,rdt2244.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.129461,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2245-rdt2246),rdt2246.1.2.3,rdt2245.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0677473,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2246-rdt2249),rdt2249.1.2.3,rdt2246.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.158764,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2248-rdt2249),rdt2248-rdt2249x.1.2.3,rdt2249.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.112339,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2247-rdt2248),rdt2247.1.2.3,rdt2248.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.0345128,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2247-rdt2252),rdt2252.1.2.3,rdt2247.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.158077,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
Line.l(r:rdt2252-rdt2254),rdt2254.1.2.3,rdt2252.1.2.3,3p_oh_al_acsr_4/0_penguin_3,0.184449,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,325,600,0.1,20,3,60,Yes,
