[GENERAL]
DATE=June 15, 2021 at 11:30:25
CYME_VERSION=8.02

[SI]

[LOADS]
FORMAT_LOADS=SectionID,DeviceNumber,LoadType,Connection,Location
p1ulv5919_load_p1ulv5920,p1ulv5919_load_p1ulv5920,SPOT,0,A,,,p1ulv5919_load_p1ulv5920,PQ,50.0,50.0,1.75002,0.3553567172827201,1.75002,0.3553567172827201,0
p1ulv5921_load_p1ulv5921,p1ulv5921_load_p1ulv5921,SPOT,0,A,,,p1ulv5921_load_p1ulv5921,PQ,50.0,50.0,1.7100149999999998,0.3454397773089166,1.7100149999999998,0.3454397773089166,0
p1ulv5922_load_p1ulv5922,p1ulv5922_load_p1ulv5922,SPOT,0,A,,,p1ulv5922_load_p1ulv5922,PQ,50.0,50.0,1.77502,0.36043318379857026,1.77502,0.36043318379857026,0
p1ulv5923_load_p1ulv5923,p1ulv5923_load_p1ulv5923,SPOT,0,A,,,p1ulv5923_load_p1ulv5923,PQ,50.0,50.0,1.4400149999999998,0.2901393409063688,1.4400149999999998,0.2901393409063688,0
p1ulv5924_load_p1ulv5924,p1ulv5924_load_p1ulv5924,SPOT,0,A,,,p1ulv5924_load_p1ulv5924,PQ,50.0,50.0,1.510015,0.30503781857651757,1.510015,0.30503781857651757,0
p1ulv5925_load_p1ulv5925,p1ulv5925_load_p1ulv5925,SPOT,0,A,,,p1ulv5925_load_p1ulv5925,PQ,50.0,50.0,1.10501,0.22495938037877436,1.10501,0.22495938037877436,0
p1ulv5926_load_p1ulv5926,p1ulv5926_load_p1ulv5926,SPOT,0,A,,,p1ulv5926_load_p1ulv5926,PQ,50.0,50.0,1.12001,0.22507284064847902,1.12001,0.22507284064847902,0
p1ulv5927_load_p1ulv5927,p1ulv5927_load_p1ulv5927,SPOT,0,A,,,p1ulv5927_load_p1ulv5927,PQ,50.0,50.0,1.405015,0.2853004640706855,1.405015,0.2853004640706855,0
p1ulv5928_load_p1ulv5928,p1ulv5928_load_p1ulv5928,SPOT,0,B,,,p1ulv5928_load_p1ulv5928,PQ,50.0,50.0,1.19001,0.23976744483355233,1.19001,0.23976744483355233,0
p1ulv5929_load_p1ulv5929,p1ulv5929_load_p1ulv5929,SPOT,0,B,,,p1ulv5929_load_p1ulv5929,PQ,50.0,50.0,0.620005,0.1249208112822805,0.620005,0.1249208112822805,0
p1ulv5929_load_p1ulv5930,p1ulv5929_load_p1ulv5930,SPOT,0,B,,,p1ulv5929_load_p1ulv5930,PQ,50.0,50.0,1.02501,0.20974069600619585,1.02501,0.20974069600619585,0
p1ulv5931_load_p1ulv5931,p1ulv5931_load_p1ulv5931,SPOT,0,B,,,p1ulv5931_load_p1ulv5931,PQ,50.0,50.0,0.9100100000000001,0.18478541176355026,0.9100100000000001,0.18478541176355026,0
p1ulv5932_load_p1ulv5932,p1ulv5932_load_p1ulv5932,SPOT,0,B,,,p1ulv5932_load_p1ulv5932,PQ,50.0,50.0,0.75501,0.15488441995913532,0.75501,0.15488441995913532,0
p1ulv5933_load_p1ulv5933,p1ulv5933_load_p1ulv5933,SPOT,0,B,,,p1ulv5933_load_p1ulv5933,PQ,50.0,50.0,0.87501,0.17491231176679264,0.87501,0.17491231176679264,0
p1ulv5934_load_p1ulv5934,p1ulv5934_load_p1ulv5934,SPOT,0,B,,,p1ulv5934_load_p1ulv5934,PQ,50.0,50.0,0.520005,0.10504610275320578,0.520005,0.10504610275320578,0
p1ulv5935_load_p1ulv5935,p1ulv5935_load_p1ulv5935,SPOT,0,B,,,p1ulv5935_load_p1ulv5935,PQ,50.0,50.0,8.805100000000001,1.7879518127484713,8.805100000000001,1.7879518127484713,0
p1ulv5934_load_p1ulv5936,p1ulv5934_load_p1ulv5936,SPOT,0,B,,,p1ulv5934_load_p1ulv5936,PQ,50.0,50.0,2.415025,0.49039174189763624,2.415025,0.49039174189763624,0
p1ulv5937_load_p1ulv5937,p1ulv5937_load_p1ulv5937,SPOT,0,C,,,p1ulv5937_load_p1ulv5937,PQ,50.0,50.0,1.370015,0.28033667928988826,1.370015,0.28033667928988826,0
p1ulv5938_load_p1ulv5938,p1ulv5938_load_p1ulv5938,SPOT,0,C,,,p1ulv5938_load_p1ulv5938,PQ,50.0,50.0,0.9150100000000001,0.18484098129866214,0.9150100000000001,0.18484098129866214,0
p1ulv5939_load_p1ulv5939,p1ulv5939_load_p1ulv5939,SPOT,0,A,,,p1ulv5939_load_p1ulv5939,PQ,50.0,50.0,0.96501,0.19494147098176193,0.96501,0.19494147098176193,0
p1ulv5940_load_p1ulv5940,p1ulv5940_load_p1ulv5940,SPOT,0,A,,,p1ulv5940_load_p1ulv5940,PQ,50.0,50.0,1.15001,0.23472023233041867,1.15001,0.23472023233041867,0
p1ulv5941_load_p1ulv5941,p1ulv5941_load_p1ulv5941,SPOT,0,C,,,p1ulv5941_load_p1ulv5941,PQ,50.0,50.0,0.92001,0.18488162081142773,0.92001,0.18488162081142773,0
p1ulv5942_load_p1ulv5942,p1ulv5942_load_p1ulv5942,SPOT,0,C,,,p1ulv5942_load_p1ulv5942,PQ,50.0,50.0,1.19501,0.24514699235157983,1.19501,0.24514699235157983,0
p1ulv5943_load_p1ulv5943,p1ulv5943_load_p1ulv5943,SPOT,0,C,,,p1ulv5943_load_p1ulv5943,PQ,50.0,50.0,0.8950099999999999,0.1798577183317963,0.8950099999999999,0.1798577183317963,0
p1ulv5944_load_p1ulv5944,p1ulv5944_load_p1ulv5944,SPOT,0,A,,,p1ulv5944_load_p1ulv5944,PQ,50.0,50.0,0.95501,0.19492019119648796,0.95501,0.19492019119648796,0
p1ulv5945_load_p1ulv5945,p1ulv5945_load_p1ulv5945,SPOT,0,A,,,p1ulv5945_load_p1ulv5945,PQ,50.0,50.0,0.95001,0.1948871509057869,0.95001,0.1948871509057869,0
p1ulv5946_load_p1ulv5946,p1ulv5946_load_p1ulv5946,SPOT,0,A,,,p1ulv5946_load_p1ulv5946,PQ,50.0,50.0,1.4700150000000003,0.3000341408589494,1.4700150000000003,0.3000341408589494,0
p1ulv5946_load_p1ulv5947,p1ulv5946_load_p1ulv5947,SPOT,0,A,,,p1ulv5946_load_p1ulv5947,PQ,50.0,50.0,0.690005,0.14011149113076612,0.690005,0.14011149113076612,0
p1ulv5948_load_p1ulv5948,p1ulv5948_load_p1ulv5948,SPOT,0,A,,,p1ulv5948_load_p1ulv5948,PQ,50.0,50.0,1.310015,0.26532365989600043,1.310015,0.26532365989600043,0
p1ulv5949_load_p1ulv5949,p1ulv5949_load_p1ulv5949,SPOT,0,A,,,p1ulv5949_load_p1ulv5949,PQ,50.0,50.0,0.630005,0.12989256402840574,0.630005,0.12989256402840574,0
p1ulv5950_load_p1ulv5950,p1ulv5950_load_p1ulv5950,SPOT,0,A,,,p1ulv5950_load_p1ulv5950,PQ,50.0,50.0,0.690005,0.14011149113076612,0.690005,0.14011149113076612,0
p1ulv5951_load_p1ulv5951,p1ulv5951_load_p1ulv5951,SPOT,0,A,,,p1ulv5951_load_p1ulv5951,PQ,50.0,50.0,0.97501,0.20001570615535758,0.97501,0.20001570615535758,0
p1ulv5951_load_p1ulv5952,p1ulv5951_load_p1ulv5952,SPOT,0,A,,,p1ulv5951_load_p1ulv5952,PQ,50.0,50.0,0.9900100000000001,0.19999171582331182,0.9900100000000001,0.19999171582331182,0
p1ulv5953_load_p1ulv5953,p1ulv5953_load_p1ulv5953,SPOT,0,A,,,p1ulv5953_load_p1ulv5953,PQ,50.0,50.0,0.80001,0.15991999924178213,0.80001,0.15991999924178213,0
p1ulv5954_load_p1ulv5954,p1ulv5954_load_p1ulv5954,SPOT,0,A,,,p1ulv5954_load_p1ulv5954,PQ,50.0,50.0,1.08001,0.21986984769629242,1.08001,0.21986984769629242,0
p1ulv5955_load_p1ulv5955,p1ulv5955_load_p1ulv5955,SPOT,0,B,,,p1ulv5955_load_p1ulv5955,PQ,50.0,50.0,2.9200299999999997,0.5944635247531087,2.9200299999999997,0.5944635247531087,0
p1ulv5956_load_p1ulv5956,p1ulv5956_load_p1ulv5956,SPOT,0,B,,,p1ulv5956_load_p1ulv5956,PQ,50.0,50.0,1.11001,0.2248156820503273,1.11001,0.2248156820503273,0
p1ulv5957_load_p1ulv5957,p1ulv5957_load_p1ulv5957,SPOT,0,B,,,p1ulv5957_load_p1ulv5957,PQ,50.0,50.0,0.95501,0.19492019119648796,0.95501,0.19492019119648796,0
p1ulv5958_load_p1ulv5958,p1ulv5958_load_p1ulv5958,SPOT,0,B,,,p1ulv5958_load_p1ulv5958,PQ,50.0,50.0,0.8600100000000002,0.17508196009045146,0.8600100000000002,0.17508196009045146,0
p1ulv5959_load_p1ulv5959,p1ulv5959_load_p1ulv5959,SPOT,0,B,,,p1ulv5959_load_p1ulv5959,PQ,50.0,50.0,0.9950100000000001,0.19995332825032197,0.9950100000000001,0.19995332825032197,0
p1ulv5960_load_p1ulv5960,p1ulv5960_load_p1ulv5960,SPOT,0,B,,,p1ulv5960_load_p1ulv5960,PQ,50.0,50.0,0.9900100000000001,0.19999171582331182,0.9900100000000001,0.19999171582331182,0
p1ulv5961_load_p1ulv5961,p1ulv5961_load_p1ulv5961,SPOT,0,C,,,p1ulv5961_load_p1ulv5961,PQ,50.0,50.0,0.82001,0.1647860108929021,0.82001,0.1647860108929021,0
p1ulv5962_load_p1ulv5962,p1ulv5962_load_p1ulv5962,SPOT,0,C,,,p1ulv5962_load_p1ulv5962,PQ,50.0,50.0,1.24501,0.2547577720555642,1.24501,0.2547577720555642,0
p1ulv5962_load_p1ulv5963,p1ulv5962_load_p1ulv5963,SPOT,0,C,,,p1ulv5962_load_p1ulv5963,PQ,50.0,50.0,1.290015,0.25991680771334275,1.290015,0.25991680771334275,0
p1ulv5964_load_p1ulv5964,p1ulv5964_load_p1ulv5964,SPOT,0,C,,,p1ulv5964_load_p1ulv5964,PQ,50.0,50.0,1.14001,0.23029318487261108,1.14001,0.23029318487261108,0
p1ulv5965_load_p1ulv5965,p1ulv5965_load_p1ulv5965,SPOT,0,C,,,p1ulv5965_load_p1ulv5965,PQ,50.0,50.0,0.7850100000000001,0.1598133620430056,0.7850100000000001,0.1598133620430056,0
p1ulv5966_load_p1ulv5966,p1ulv5966_load_p1ulv5966,SPOT,0,C,,,p1ulv5966_load_p1ulv5966,PQ,50.0,50.0,1.7900199999999997,0.3653480493874801,1.7900199999999997,0.3653480493874801,0
p1ulv5966_load_p1ulv5967,p1ulv5966_load_p1ulv5967,SPOT,0,C,,,p1ulv5966_load_p1ulv5967,PQ,50.0,50.0,0.685005,0.14016782808726178,0.685005,0.14016782808726178,0
p1ulv5968_load_p1ulv5968,p1ulv5968_load_p1ulv5968,SPOT,0,B,,,p1ulv5968_load_p1ulv5968,PQ,50.0,50.0,0.8850099999999999,0.18017149277293337,0.8850099999999999,0.18017149277293337,0
p1ulv5969_load_p1ulv5969,p1ulv5969_load_p1ulv5969,SPOT,0,B,,,p1ulv5969_load_p1ulv5969,PQ,50.0,50.0,0.95001,0.1948871509057869,0.95001,0.1948871509057869,0
p1ulv5969_load_p1ulv5970,p1ulv5969_load_p1ulv5970,SPOT,0,B,,,p1ulv5969_load_p1ulv5970,PQ,50.0,50.0,1.300015,0.26533666910116366,1.300015,0.26533666910116366,0
p1ulv5971_load_p1ulv5971,p1ulv5971_load_p1ulv5971,SPOT,0,C,,,p1ulv5971_load_p1ulv5971,PQ,50.0,50.0,0.80501,0.16514153045827676,0.80501,0.16514153045827676,0
p1ulv5972_load_p1ulv5972,p1ulv5972_load_p1ulv5972,SPOT,0,C,,,p1ulv5972_load_p1ulv5972,PQ,50.0,50.0,1.2650150000000002,0.25487971884783844,1.2650150000000002,0.25487971884783844,0
p1ulv5973_load_p1ulv5973,p1ulv5973_load_p1ulv5973,SPOT,0,C,,,p1ulv5973_load_p1ulv5973,PQ,50.0,50.0,0.93501,0.18986187827940035,0.93501,0.18986187827940035,0
p1ulv5974_load_p1ulv5974,p1ulv5974_load_p1ulv5974,SPOT,0,C,,,p1ulv5974_load_p1ulv5974,PQ,50.0,50.0,1.01501,0.2050419606648617,1.01501,0.2050419606648617,0
p1ulv5975_load_p1ulv5975,p1ulv5975_load_p1ulv5975,SPOT,0,C,,,p1ulv5975_load_p1ulv5975,PQ,50.0,50.0,1.3650150000000003,0.27502807430985576,1.3650150000000003,0.27502807430985576,0
p1ulv5976_load_p1ulv5976,p1ulv5976_load_p1ulv5976,SPOT,0,C,,,p1ulv5976_load_p1ulv5976,PQ,50.0,50.0,0.9050100000000001,0.18518592725199493,0.9050100000000001,0.18518592725199493,0
p1ulv5977_load_p1ulv5977,p1ulv5977_load_p1ulv5977,SPOT,0,C,,,p1ulv5977_load_p1ulv5977,PQ,50.0,50.0,1.19501,0.24514699235157983,1.19501,0.24514699235157983,0
p1ulv5978_load_p1ulv5978,p1ulv5978_load_p1ulv5978,SPOT,0,C,,,p1ulv5978_load_p1ulv5978,PQ,50.0,50.0,1.01001,0.20509127782695066,1.01001,0.20509127782695066,0
p1ulv5979_load_p1ulv5979,p1ulv5979_load_p1ulv5979,SPOT,0,C,,,p1ulv5979_load_p1ulv5979,PQ,50.0,50.0,0.83501,0.1699924274079695,0.83501,0.1699924274079695,0
p1ulv5980_load_p1ulv5980,p1ulv5980_load_p1ulv5980,SPOT,0,C,,,p1ulv5980_load_p1ulv5980,PQ,50.0,50.0,0.725005,0.14492668722926993,0.725005,0.14492668722926993,0
p1ulv5981_load_p1ulv5981,p1ulv5981_load_p1ulv5981,SPOT,0,B,,,p1ulv5981_load_p1ulv5981,PQ,50.0,50.0,0.7750100000000001,0.16018894340702838,0.7750100000000001,0.16018894340702838,0
p1ulv5982_load_p1ulv5982,p1ulv5982_load_p1ulv5982,SPOT,0,B,,,p1ulv5982_load_p1ulv5982,PQ,50.0,50.0,1.00501,0.20512532994877788,1.00501,0.20512532994877788,0
p1ulv5982_load_p1ulv5983,p1ulv5982_load_p1ulv5983,SPOT,0,B,,,p1ulv5982_load_p1ulv5983,PQ,50.0,50.0,1.03501,0.2101677443428008,1.03501,0.2101677443428008,0
p1ulv5984_load_p1ulv5984,p1ulv5984_load_p1ulv5984,SPOT,0,B,,,p1ulv5984_load_p1ulv5984,PQ,50.0,50.0,0.84501,0.1698099133725335,0.84501,0.1698099133725335,0
p1ulv5985_load_p1ulv5985,p1ulv5985_load_p1ulv5985,SPOT,0,C,,,p1ulv5985_load_p1ulv5985,PQ,50.0,50.0,0.620005,0.1249208112822805,0.620005,0.1249208112822805,0
p1ulv5986_load_p1ulv5986,p1ulv5986_load_p1ulv5986,SPOT,0,C,,,p1ulv5986_load_p1ulv5986,PQ,50.0,50.0,0.92501,0.19023773697225912,0.92501,0.19023773697225912,0
p1ulv5987_load_p1ulv5987,p1ulv5987_load_p1ulv5987,SPOT,0,B,,,p1ulv5987_load_p1ulv5987,PQ,50.0,50.0,1.0600100000000001,0.2152442108586509,1.0600100000000001,0.2152442108586509,0
p1ulv5985_load_p1ulv5988,p1ulv5985_load_p1ulv5988,SPOT,0,C,,,p1ulv5985_load_p1ulv5988,PQ,50.0,50.0,0.390004,0.12997844466728997,0.390004,0.12997844466728997,0
p1ulv5989_load_p1ulv5989,p1ulv5989_load_p1ulv5989,SPOT,0,C,,,p1ulv5989_load_p1ulv5989,PQ,50.0,50.0,1.11001,0.2248156820503273,1.11001,0.2248156820503273,0
p1ulv5990_load_p1ulv5990,p1ulv5990_load_p1ulv5990,SPOT,0,B,,,p1ulv5990_load_p1ulv5990,PQ,50.0,50.0,1.21501,0.24480453369905666,1.21501,0.24480453369905666,0
p1ulv5987_load_p1ulv5991,p1ulv5987_load_p1ulv5991,SPOT,0,B,,,p1ulv5987_load_p1ulv5991,PQ,50.0,50.0,2.01002,0.41025065989755577,2.01002,0.41025065989755577,0
p1ulv5992_load_p1ulv5992,p1ulv5992_load_p1ulv5992,SPOT,0,C,,,p1ulv5992_load_p1ulv5992,PQ,50.0,50.0,2.425025,0.4898787998751798,2.425025,0.4898787998751798,0
p1ulv5993_load_p1ulv5993,p1ulv5993_load_p1ulv5993,SPOT,0,C,,,p1ulv5993_load_p1ulv5993,PQ,50.0,50.0,1.11501,0.22524294003106118,1.11501,0.22524294003106118,0
p1ulv5993_load_p1ulv5994,p1ulv5993_load_p1ulv5994,SPOT,0,C,,,p1ulv5993_load_p1ulv5994,PQ,50.0,50.0,2.575025,0.5255697483123072,2.575025,0.5255697483123072,0
p1ulv5995_load_p1ulv5995,p1ulv5995_load_p1ulv5995,SPOT,0,C,,,p1ulv5995_load_p1ulv5995,PQ,50.0,50.0,2.8350300000000006,0.5756773946572211,2.8350300000000006,0.5756773946572211,0
p1ulv5995_load_p1ulv5996,p1ulv5995_load_p1ulv5996,SPOT,0,C,,,p1ulv5995_load_p1ulv5996,PQ,50.0,50.0,1.13501,0.22987905269677025,1.13501,0.22987905269677025,0
p1ulv5997_load_p1ulv5997,p1ulv5997_load_p1ulv5997,SPOT,0,C,,,p1ulv5997_load_p1ulv5997,PQ,50.0,50.0,3.93004,0.8000826809384517,3.93004,0.8000826809384517,0
p1ulv5998_load_p1ulv5998,p1ulv5998_load_p1ulv5998,SPOT,0,C,,,p1ulv5998_load_p1ulv5998,PQ,50.0,50.0,1.08001,0.21986984769629242,1.08001,0.21986984769629242,0
p1ulv5998_load_p1ulv5999,p1ulv5998_load_p1ulv5999,SPOT,0,C,,,p1ulv5998_load_p1ulv5999,PQ,50.0,50.0,1.08501,0.2197523114038843,1.08501,0.2197523114038843,0
p1ulv6000_load_p1ulv6000,p1ulv6000_load_p1ulv6000,SPOT,0,C,,,p1ulv6000_load_p1ulv6000,PQ,50.0,50.0,2.08002,0.4245378541507616,2.08002,0.4245378541507616,0
p1ulv6001_load_p1ulv6001,p1ulv6001_load_p1ulv6001,SPOT,0,C,,,p1ulv6001_load_p1ulv6001,PQ,50.0,50.0,2.10502,0.425234655854373,2.10502,0.425234655854373,0
p1ulv6002_load_p1ulv6002,p1ulv6002_load_p1ulv6002,SPOT,0,C,,,p1ulv6002_load_p1ulv6002,PQ,50.0,50.0,0.8600100000000002,0.17508196009045146,0.8600100000000002,0.17508196009045146,0
p1ulv6002_load_p1ulv6003,p1ulv6002_load_p1ulv6003,SPOT,0,C,,,p1ulv6002_load_p1ulv6003,PQ,50.0,50.0,1.02001,0.20497723072995336,1.02001,0.20497723072995336,0
p1ulv6004_load_p1ulv6004,p1ulv6004_load_p1ulv6004,SPOT,0,C,,,p1ulv6004_load_p1ulv6004,PQ,50.0,50.0,1.02501,0.20974069600619585,1.02501,0.20974069600619585,0
p1ulv6005_load_p1ulv6005,p1ulv6005_load_p1ulv6005,SPOT,0,C,,,p1ulv6005_load_p1ulv6005,PQ,50.0,50.0,1.03501,0.2101677443428008,1.03501,0.2101677443428008,0
p1ulv6006_load_p1ulv6006,p1ulv6006_load_p1ulv6006,SPOT,0,C,,,p1ulv6006_load_p1ulv6006,PQ,50.0,50.0,0.7750100000000001,0.1549225617334453,0.7750100000000001,0.1549225617334453,0
p1ulv6007_load_p1ulv6007,p1ulv6007_load_p1ulv6007,SPOT,0,C,,,p1ulv6007_load_p1ulv6007,PQ,50.0,50.0,1.3550150000000003,0.2751475310389853,1.3550150000000003,0.2751475310389853,0
p1ulv6008_load_p1ulv6008,p1ulv6008_load_p1ulv6008,SPOT,0,C,,,p1ulv6008_load_p1ulv6008,PQ,50.0,50.0,0.555005,0.1150011013333981,0.555005,0.1150011013333981,0
p1ulv6009_load_p1ulv6009,p1ulv6009_load_p1ulv6009,SPOT,0,A,,,p1ulv6009_load_p1ulv6009,PQ,50.0,50.0,1.19001,0.23976744483355233,1.19001,0.23976744483355233,0
p1ulv6010_load_p1ulv6010,p1ulv6010_load_p1ulv6010,SPOT,0,A,,,p1ulv6010_load_p1ulv6010,PQ,50.0,50.0,1.15001,0.23472023233041867,1.15001,0.23472023233041867,0
p1ulv6011_load_p1ulv6011,p1ulv6011_load_p1ulv6011,SPOT,0,A,,,p1ulv6011_load_p1ulv6011,PQ,50.0,50.0,1.05501,0.21478031501381045,1.05501,0.21478031501381045,0
p1ulv6012_load_p1ulv6012,p1ulv6012_load_p1ulv6012,SPOT,0,C,,,p1ulv6012_load_p1ulv6012,PQ,50.0,50.0,1.2750150000000002,0.2602340997250187,1.2750150000000002,0.2602340997250187,0
p1ulv6013_load_p1ulv6013,p1ulv6013_load_p1ulv6013,SPOT,0,C,,,p1ulv6013_load_p1ulv6013,PQ,50.0,50.0,1.16001,0.23494242334321322,1.16001,0.23494242334321322,0
p1ulv6014_load_p1ulv6014,p1ulv6014_load_p1ulv6014,SPOT,0,A,,,p1ulv6014_load_p1ulv6014,PQ,50.0,50.0,9.260100000000001,1.8803435033369431,9.260100000000001,1.8803435033369431,0
p1ulv6015_load_p1ulv6015,p1ulv6015_load_p1ulv6015,SPOT,0,A,,,p1ulv6015_load_p1ulv6015,PQ,50.0,50.0,3.06003,0.6197626431693976,3.06003,0.6197626431693976,0
p1ulv6016_load_p1ulv6016,p1ulv6016_load_p1ulv6016,SPOT,0,A,,,p1ulv6016_load_p1ulv6016,PQ,50.0,50.0,0.85001,0.17481322234763946,0.85001,0.17481322234763946,0
p1ulv6017_load_p1ulv6017,p1ulv6017_load_p1ulv6017,SPOT,0,A,,,p1ulv6017_load_p1ulv6017,PQ,50.0,50.0,1.5950150000000003,0.32471523886195675,1.5950150000000003,0.32471523886195675,0
p1ulv6018_load_p1ulv6018,p1ulv6018_load_p1ulv6018,SPOT,0,C,,,p1ulv6018_load_p1ulv6018,PQ,50.0,50.0,1.3650150000000003,0.27502807430985576,1.3650150000000003,0.27502807430985576,0
p1ulv6017_load_p1ulv6019,p1ulv6017_load_p1ulv6019,SPOT,0,A,,,p1ulv6017_load_p1ulv6019,PQ,50.0,50.0,1.645015,0.33489430422692057,1.645015,0.33489430422692057,0
p1ulv6020_load_p1ulv6020,p1ulv6020_load_p1ulv6020,SPOT,0,C,,,p1ulv6020_load_p1ulv6020,PQ,50.0,50.0,1.4900150000000003,0.30021351863737744,1.4900150000000003,0.30021351863737744,0
p1ulv6021_load_p1ulv6021,p1ulv6021_load_p1ulv6021,SPOT,0,C,,,p1ulv6021_load_p1ulv6021,PQ,50.0,50.0,0.8950099999999999,0.1798577183317963,0.8950099999999999,0.1798577183317963,0
p1ulv6022_load_p1ulv6022,p1ulv6022_load_p1ulv6022,SPOT,0,C,,,p1ulv6022_load_p1ulv6022,PQ,50.0,50.0,0.8850099999999999,0.18017149277293337,0.8850099999999999,0.18017149277293337,0
p1ulv6023_load_p1ulv6023,p1ulv6023_load_p1ulv6023,SPOT,0,C,,,p1ulv6023_load_p1ulv6023,PQ,50.0,50.0,1.08001,0.21986984769629242,1.08001,0.21986984769629242,0
p1ulv6023_load_p1ulv6024,p1ulv6023_load_p1ulv6024,SPOT,0,C,,,p1ulv6023_load_p1ulv6024,PQ,50.0,50.0,1.15001,0.23472023233041867,1.15001,0.23472023233041867,0
p1ulv6025_load_p1ulv6025,p1ulv6025_load_p1ulv6025,SPOT,0,C,,,p1ulv6025_load_p1ulv6025,PQ,50.0,50.0,1.305015,0.2649945980072851,1.305015,0.2649945980072851,0
p1ulv6020_load_p1ulv6026,p1ulv6020_load_p1ulv6026,SPOT,0,C,,,p1ulv6020_load_p1ulv6026,PQ,50.0,50.0,1.685015,0.34038953246736675,1.685015,0.34038953246736675,0
p1ulv6027_load_p1ulv6027,p1ulv6027_load_p1ulv6027,SPOT,0,C,,,p1ulv6027_load_p1ulv6027,PQ,50.0,50.0,0.75501,0.15488441995913532,0.75501,0.15488441995913532,0
p1ulv6028_load_p1ulv6028,p1ulv6028_load_p1ulv6028,SPOT,0,C,,,p1ulv6028_load_p1ulv6028,PQ,50.0,50.0,0.75001,0.14992512422510845,0.75001,0.14992512422510845,0
p1ulv6029_load_p1ulv6029,p1ulv6029_load_p1ulv6029,SPOT,0,C,,,p1ulv6029_load_p1ulv6029,PQ,50.0,50.0,0.9050100000000001,0.18518592725199493,0.9050100000000001,0.18518592725199493,0
p1ulv6030_load_p1ulv6030,p1ulv6030_load_p1ulv6030,SPOT,0,C,,,p1ulv6030_load_p1ulv6030,PQ,50.0,50.0,1.12001,0.2297613266028677,1.12001,0.2297613266028677,0
p1ulv6031_load_p1ulv6031,p1ulv6031_load_p1ulv6031,SPOT,0,C,,,p1ulv6031_load_p1ulv6031,PQ,50.0,50.0,1.06501,0.21514245034796142,1.06501,0.21514245034796142,0
p1ulv6032_load_p1ulv6032,p1ulv6032_load_p1ulv6032,SPOT,0,C,,,p1ulv6032_load_p1ulv6032,PQ,50.0,50.0,0.720005,0.14506916674429784,0.720005,0.14506916674429784,0
p1ulv6033_load_p1ulv6033,p1ulv6033_load_p1ulv6033,SPOT,0,B,,,p1ulv6033_load_p1ulv6033,PQ,50.0,50.0,0.570005,0.11514659243630554,0.570005,0.11514659243630554,0
p1ulv6033_load_p1ulv6034,p1ulv6033_load_p1ulv6034,SPOT,0,B,,,p1ulv6033_load_p1ulv6034,PQ,50.0,50.0,0.545005,0.11009634759475566,0.545005,0.11009634759475566,0
p1ulv6037_load_p1ulv6035,p1ulv6037_load_p1ulv6035,SPOT,0,B,,,p1ulv6037_load_p1ulv6035,PQ,50.0,50.0,0.8850099999999999,0.18017149277293337,0.8850099999999999,0.18017149277293337,0
p1ulv6037_load_p1ulv6036,p1ulv6037_load_p1ulv6036,SPOT,0,B,,,p1ulv6037_load_p1ulv6036,PQ,50.0,50.0,0.565005,0.11502445653062815,0.565005,0.11502445653062815,0
p1ulv6037_load_p1ulv6037,p1ulv6037_load_p1ulv6037,SPOT,0,B,,,p1ulv6037_load_p1ulv6037,PQ,50.0,50.0,0.565005,0.11502445653062815,0.565005,0.11502445653062815,0
p1ulv6038_load_p1ulv6038,p1ulv6038_load_p1ulv6038,SPOT,0,B,,,p1ulv6038_load_p1ulv6038,PQ,50.0,50.0,0.555005,0.1150011013333981,0.555005,0.1150011013333981,0
p1ulv6039_load_p1ulv6039,p1ulv6039_load_p1ulv6039,SPOT,0,B,,,p1ulv6039_load_p1ulv6039,PQ,50.0,50.0,0.545005,0.11009634759475566,0.545005,0.11009634759475566,0
p1ulv6040_load_p1ulv6040,p1ulv6040_load_p1ulv6040,SPOT,0,B,,,p1ulv6040_load_p1ulv6040,PQ,50.0,50.0,1.3550150000000003,0.2751475310389853,1.3550150000000003,0.2751475310389853,0
p1ulv6041_load_p1ulv6041,p1ulv6041_load_p1ulv6041,SPOT,0,B,,,p1ulv6041_load_p1ulv6041,PQ,50.0,50.0,2.4400250000000003,0.49546820841348643,2.4400250000000003,0.49546820841348643,0
p1ulv6042_load_p1ulv6042,p1ulv6042_load_p1ulv6042,SPOT,0,B,,,p1ulv6042_load_p1ulv6042,PQ,50.0,50.0,3.510035,0.7145775139662186,3.510035,0.7145775139662186,0
p1ulv6043_load_p1ulv6043,p1ulv6043_load_p1ulv6043,SPOT,0,B,,,p1ulv6043_load_p1ulv6043,PQ,50.0,50.0,3.6450350000000005,0.7401559250640678,3.6450350000000005,0.7401559250640678,0
p1ulv6044_load_p1ulv6044,p1ulv6044_load_p1ulv6044,SPOT,0,B,,,p1ulv6044_load_p1ulv6044,PQ,50.0,50.0,0.705005,0.1449914657723998,0.705005,0.1449914657723998,0
p1ulv6045_load_p1ulv6045,p1ulv6045_load_p1ulv6045,SPOT,0,B,,,p1ulv6045_load_p1ulv6045,PQ,50.0,50.0,0.75001,0.15502162481091258,0.75001,0.15502162481091258,0
p1ulv6046_load_p1ulv6046,p1ulv6046_load_p1ulv6046,SPOT,0,B,,,p1ulv6046_load_p1ulv6046,PQ,50.0,50.0,0.6500050000000002,0.12993437470425945,0.6500050000000002,0.12993437470425945,0
