,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p2udt7lv-p2ulv8),p2udt7lv.1.2,p2ulv8.1.2,1P_UG_AL_1/0_Brenau_2,0.0151435,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5892-p2udt5893)p2u_59887,p2udt5892-p2udt5893xx.3,p2udt5893.3,padswitch_1_4,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5892-p2udt5898)p2u_59888,p2udt5898.3,p2udt5892-p2udt5898xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5892-p2udt5898)p2u_59889,p2udt5892-p2udt5898x.3,p2udt5892.3,padswitch_1_4,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5898-p2udt6245)p2u_59890,p2udt5898-p2udt6245xxx.3,p2udt5898-p2udt6245xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5898-p2udt6245)p2u_59891,p2udt5898-p2udt6245x.3,p2udt5898.3,padswitch_1_4,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6372-p2udt657)p2u_59892,p2udt6372.3,p2udt6372-p2udt657x.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6372-p2udt657)p2u_59893,p2udt6372-p2udt657xx.3,p2udt657.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt2826-p2udt6372)p2u_59894,p2udt2826-p2udt6372x.3,p2udt2826-p2udt6372xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt2826-p2udt6372)p2u_59895,p2udt2826-p2udt6372xxx.3,p2udt6372.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt8160-p2udt8161)p2u_59896,p2udt8160-p2udt8161x.3,p2udt8160-p2udt8161xx.3,padswitch_1_3,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt8160-p2udt8161)p2u_59897,p2udt8160-p2udt8161xxx.3,p2udt8161.3,padswitch_1_4,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt11891-p2udt1731)p2u_59940,p2udt11891-p2udt1731x.3,p2udt11891-p2udt1731xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt11891-p2udt1731)p2u_59941,p2udt11891-p2udt1731xxx.3,p2udt1731.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6376-p2udt6430)p2u_59960,p2udt6376-p2udt6430x.3,p2udt6376-p2udt6430xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6376-p2udt6430)p2u_59961,p2udt6376-p2udt6430xxx.3,p2udt6430.3,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12140-p2udt6224)p2u_59980,p2udt12140-p2udt6224xxx.3,p2udt12140-p2udt6224xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12140-p2udt6224)p2u_59981,p2udt12140-p2udt6224x.3,p2udt12140.3,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12141-p2udt12146)p2u_60018,p2udt12141-p2udt12146x.2,p2udt12141-p2udt12146xx.2,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12141-p2udt12146)p2u_60019,p2udt12141-p2udt12146xxx.2,p2udt12146.2,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5905-p2udt5909)p2u_60028,p2udt5905-p2udt5909xxx.3,p2udt5905-p2udt5909xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5905-p2udt5909)p2u_60029,p2udt5905-p2udt5909x.3,p2udt5905.3,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6230-p2udt6231)p2u_60036,p2udt6230-p2udt6231x.1,p2udt6230-p2udt6231xx.1,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6230-p2udt6231)p2u_60037,p2udt6230-p2udt6231xxx.1,p2udt6231.1,padswitch_1_4,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5895-p2udt6195)p2u_60062,p2udt6195.2,p2udt5895-p2udt6195xx.2,padswitch_1_3,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5895-p2udt6195)p2u_60063,p2udt5895-p2udt6195x.2,p2udt5895.2,padswitch_1_3,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5896-p2udt6195)p2u_60064,p2udt5896.2,p2udt5896-p2udt6195x.2,padswitch_1_3,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5896-p2udt6195)p2u_60065,p2udt5896-p2udt6195xx.2,p2udt6195.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6189-p2udt6241)p2u_60066,p2udt6241.2,p2udt6189-p2udt6241xx.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6189-p2udt6241)p2u_60067,p2udt6189-p2udt6241x.2,p2udt6189.2,padswitch_1_2,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,165,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6241-p2udt6590)p2u_60068,p2udt6590.2,p2udt6241-p2udt6590xx.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6241-p2udt6590)p2u_60069,p2udt6241-p2udt6590x.2,p2udt6241.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6240-p2udt6590)p2u_60070,p2udt6240-p2udt6590x.2,p2udt6240-p2udt6590xx.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6240-p2udt6590)p2u_60071,p2udt6240-p2udt6590xxx.2,p2udt6590.2,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1143-p2udt6240)p2u_60072,p2udt1143.1.2.3,p2udt1143-p2udt6240x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1143-p2udt6240)p2u_60073,p2udt1143-p2udt6240xx.1.2.3,p2udt6240.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1143-p2udt6575)p2u_60074,p2udt6575.1.2.3,p2udt1143-p2udt6575xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1143-p2udt6575)p2u_60075,p2udt1143-p2udt6575x.1.2.3,p2udt1143.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6569-p2udt6575)p2u_60076,p2udt6569.1.2.3,p2udt6569-p2udt6575x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6569-p2udt6575)p2u_60077,p2udt6569-p2udt6575xx.1.2.3,p2udt6575.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6560-p2udt6569)p2u_60078,p2udt6560.1.2.3,p2udt6560-p2udt6569x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt6560-p2udt6569)p2u_60079,p2udt6560-p2udt6569xx.1.2.3,p2udt6569.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4056-p2udt6560)p2u_60080,p2udt4056.1.2.3,p2udt4056-p2udt6560x.1.2.3,padswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,525,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4056-p2udt6560)p2u_60081,p2udt4056-p2udt6560xx.1.2.3,p2udt6560.1.2.3,padswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,525,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4054-p2udt4056)p2u_60082,p2udt4054.1.2.3,p2udt4054-p2udt4056x.1.2.3,padswitch_3_2,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,445,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4054-p2udt4056)p2u_60083,p2udt4054-p2udt4056xx.1.2.3,p2udt4056.1.2.3,padswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,525,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4054-p2udt4058)p2u_60084,p2udt4058.1.2.3,p2udt4054-p2udt4058xx.1.2.3,padswitch_3_2,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,445,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt4054-p2udt4058)p2u_60085,p2udt4054-p2udt4058x.1.2.3,p2udt4054.1.2.3,padswitch_3_2,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,445,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5530-p2udt6582)p2u_59720,p2udt6582.1.2.3,p2udt5530-p2udt6582xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt5530-p2udt6582)p2u_59721,p2udt5530-p2udt6582x.1.2.3,p2udt5530.1.2.3,padswitch_3_4,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12064-p2udt12150)p2u_59754,p2udt12064.1.2.3,p2udt12064-p2udt12150x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12064-p2udt12150)p2u_59755,p2udt12064-p2udt12150xx.1.2.3,p2udt12150.1.2.3,padswitch_3_23,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12064-p2udt12154)p2u_59756,p2udt12154.1.2.3,p2udt12064-p2udt12154xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12064-p2udt12154)p2u_59757,p2udt12064-p2udt12154x.1.2.3,p2udt12064.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12153-p2udt12154)p2u_59758,p2udt12153.1.2.3,p2udt12153-p2udt12154x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12153-p2udt12154)p2u_59759,p2udt12153-p2udt12154xx.1.2.3,p2udt12154.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12063-p2udt12153)p2u_59760,p2udt12063.1.2.3,p2udt12063-p2udt12153x.1.2.3,padswitch_3_8,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12063-p2udt12153)p2u_59761,p2udt12063-p2udt12153xx.1.2.3,p2udt12153.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12063-p2udt12156)p2u_59762,p2udt12156.1.2.3,p2udt12063-p2udt12156xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12063-p2udt12156)p2u_59763,p2udt12063-p2udt12156x.1.2.3,p2udt12063.1.2.3,padswitch_3_22,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12070-p2udt12156)p2u_59764,p2udt12070.1.2.3,p2udt12070-p2udt12156x.1.2.3,padswitch_3_22,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12070-p2udt12156)p2u_59765,p2udt12070-p2udt12156xx.1.2.3,p2udt12156.1.2.3,padswitch_3_22,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12070-p2udt12071)p2u_59766,p2udt12071.1.2.3,p2udt12070-p2udt12071xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12070-p2udt12071)p2u_59767,p2udt12070-p2udt12071x.1.2.3,p2udt12070.1.2.3,padswitch_3_22,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12069-p2udt12071)p2u_59768,p2udt12069.1.2.3,p2udt12069-p2udt12071x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12069-p2udt12071)p2u_59769,p2udt12069-p2udt12071xx.1.2.3,p2udt12071.1.2.3,padswitch_3_22,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt11890-p2udt12069)p2u_59770,p2udt11890.1.2.3,p2udt11890-p2udt12069x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt11890-p2udt12069)p2u_59771,p2udt11890-p2udt12069xx.1.2.3,p2udt12069.1.2.3,padswitch_3_22,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt11890-p2udt12155)p2u_59772,p2udt12155.1.2.3,p2udt11890-p2udt12155xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt11890-p2udt12155)p2u_59773,p2udt11890-p2udt12155x.1.2.3,p2udt11890.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12155-p2udt1850)p2u_59778,p2udt1850.1.2.3,p2udt12155-p2udt1850xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12155-p2udt1850)p2u_59779,p2udt12155-p2udt1850x.1.2.3,p2udt12155.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
