,phases,bus1,kv,irradiance,Pmpp,%Pmpp,Temperature,pf,conn,kvar,kVA,%Cutin,%Cutout,EffCurve,P-TCurve,%R,%X,model,Vminpu,Vmaxpu,Balanced,LimitCurrent,yearly,daily,duty,Tyearly,Tdaily,Tduty,class,UserModel,UserData,debugtrace,VarFollowInverter,DutyStart,WattPriority,PFPriority,%PminNoVars,%PminkvarMax,kvarMax,kvarMaxAbs,spectrum,basefreq,enabled,like
PVSystem.pv_load_p2ulv17099,1,p2ulv17099.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18732,1,p2ulv18732.1.2,0.24,1,3,100,25,-0.95,wye,0,2.87081,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_45_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,2.87081,2.87081,,60,True,
PVSystem.pv_load_p2ulv27270,1,p2ulv27270.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19053,3,p2ulv19053.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv17174,1,p2ulv17173.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv20179,1,p2ulv20179.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2umv167,3,p2umv167.1.2.3,12.47,1,300,100,25,-0.95,wye,0,287.081,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,287.081,287.081,,60,True,
PVSystem.pv_load_p2ulv3466,1,p2ulv3466.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18550,1,p2ulv18550.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20088,1,p2ulv20088.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20162,1,p2ulv20161.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45264,1,p2ulv45264.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45161,1,p2ulv45161.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18665,1,p2ulv18665.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17051,1,p2ulv17051.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45282,1,p2ulv45282.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv27217,1,p2ulv27217.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17053,1,p2ulv17053.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44814,1,p2ulv43959.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45177,1,p2ulv45177.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45206,1,p2ulv45206.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17085,1,p2ulv17085.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17084,1,p2ulv17084.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17116,1,p2ulv17116.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20086,1,p2ulv20086.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44808,1,p2ulv44808.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44776,1,p2ulv44776.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17063,1,p2ulv17063.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20173,1,p2ulv20173.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45179,1,p2ulv45179.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv45201,1,p2ulv45201.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45309,1,p2ulv45309.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20171,1,p2ulv20171.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv27265,1,p2ulv27265.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18651,1,p2ulv18651.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv45248,1,p2ulv45248.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17127,1,p2ulv17127.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19054,1,p2ulv19054.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18649,1,p2ulv18649.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv17034,1,p2ulv17034.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45277,1,p2ulv45277.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv40392,1,p2ulv40392.1.2,0.24,1,3,100,25,-0.95,wye,0,2.87081,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_45_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,2.87081,2.87081,,60,True,
PVSystem.pv_load_p2ulv20158,1,p2ulv20158.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19162,1,p2ulv19162.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44794,1,p2ulv44793.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44812,1,p2ulv44812.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17137,1,p2ulv17137.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44763,1,p2ulv44763.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45263,1,p2ulv45263.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv28713,1,p2ulv28713.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv9374,1,p2ulv9374.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17463,1,p2ulv17462.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20144,1,p2ulv20128.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv44848,1,p2ulv44848.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45259,1,p2ulv45259.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv8092,1,p2ulv8092.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45149,1,p2ulv45149.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv15342,1,p2ulv15342.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv28527,1,p2ulv28527.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
