,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv2-rdm1),rdm1.1.2,p1rlv2.1.2,1P_UG_AL_1/0_Brenau_2,0.0183837,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdt424-rdt748),rdt424-rdt748x.1.2.3,rdt424.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.282513,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt748-rdt749),rdt749.1.2.3,rdt748.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0151377,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt425-rdt749),rdt425.1.2.3,rdt749.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0563032,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt425-rdt750),rdt750.1.2.3,rdt750_b1_1.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0987073,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt429-rdt750),rdt429.1.2.3,rdt750.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.409223,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt429-rdt435),rdt435.1.2.3,rdt429.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.17478,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt434-rdt435),rdt434.1.2.3,rdt435.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.115576,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt153-rdt434),rdt153-rdt434x.1.2.3,rdt153-rdt434x_b1_1.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0884295,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv314-rdt158lv),rdt158lv.1.2.3,p1rlv314.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv317-rdt160lv),rdt160lv.1.2.3,p1rlv317.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv318-rdt161lv),rdt161lv.1.2.3,p1rlv318.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt161-rdt162),rdt162.1.2.3,rdt161.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.218814,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv381-rdt191lv),rdt191lv.1.2.3,p1rlv381.1.2.3,3P_UG_AL_350kcmil_3_1,0.034107,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv383-rdt193lv),rdt193lv.1.2.3,p1rlv383.1.2.3,3P_UG_AL_350kcmil_3_1,0.0805593,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv384-rdt194lv),rdt194lv.1.2.3,p1rlv384.1.2.3,3P_UG_AL_350kcmil_3_1,0.0294203,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv390-rdt198lv),rdt198lv.1.2.3,p1rlv390.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt198-rdt199),rdt199.1.2.3,rdt198.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.00621142,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:rdt196-rdt199),rdt196.1.2.3,rdt199.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.155942,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv394-rdt201lv),rdt201lv.1.2.3,p1rlv394.1.2.3,3P_UG_AL_350kcmil_3_1,0.0254393,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv419-rdt210lv),rdt210lv.1.2.3,p1rlv419.1.2.3,3P_UG_AL_350kcmil_3_1,0.0174139,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv420-rdt210lv),rdt210lv.1.2.3,p1rlv420.1.2.3,3P_UG_AL_350kcmil_3_1,0.0174139,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv421-rdt211lv),rdt211lv.1.2.3,p1rlv421.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv422-rdt212lv),rdt212lv.1.2.3,p1rlv422.1.2.3,3P_UG_AL_350kcmil_3_1,0.0145063,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv423-rdt212lv),rdt212lv.1.2.3,p1rlv423.1.2.3,3P_UG_AL_350kcmil_3_1,0.0145063,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv442-rdt222lv),rdt222lv.1.2.3,p1rlv442.1.2.3,3P_UG_AL_350kcmil_3_1,0.0316567,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv441-rdt221lv),rdt221lv.1.2.3,p1rlv441.1.2.3,3P_UG_AL_350kcmil_3_1,0.0338473,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv432-rdt215lv),rdt215lv.1.2.3,p1rlv432.1.2.3,3P_UG_AL_350kcmil_3_1,0.0581702,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv464-rdt240lv),rdt240lv.1.2.3,p1rlv464.1.2.3,3P_UG_AL_350kcmil_3_1,0.034125,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv475-rdt243lv),rdt243lv.1.2.3,p1rlv475.1.2.3,3P_UG_AL_350kcmil_3_1,0.045088,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv452-rdt228lv),rdt228lv.1.2.3,p1rlv452.1.2.3,3P_UG_AL_350kcmil_3_1,0.0423695,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv453-rdt229lv),rdt229lv.1.2.3,p1rlv453.1.2.3,3P_UG_AL_350kcmil_3_1,0.0452604,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv454-rdt230lv),rdt230lv.1.2.3,p1rlv454.1.2.3,3P_UG_AL_350kcmil_3_1,0.0607451,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt229-rdt230),rdt229.1.2.3,rdt230.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0350832,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv455-rdt231lv),rdt231lv.1.2.3,p1rlv455.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt228-rdt231),rdt228.1.2.3,rdt231.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.207364,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv457-rdt233lv),rdt233lv.1.2.3,p1rlv457.1.2.3,3P_UG_AL_350kcmil_3_1,0.0689711,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt233-rdt235),rdt235.1.2.3,rdt233.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.225403,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv874-rdt489lv),rdt489lv.1.2.3,p1rlv874.1.2.3,3P_UG_AL_350kcmil_3_1,0.0789566,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv873-rdt488lv),rdt488lv.1.2.3,p1rlv873.1.2.3,3P_UG_AL_350kcmil_3_1,0.0743826,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv896-rdt508lv),rdt508lv.1.2.3,p1rlv896.1.2.3,3P_UG_AL_350kcmil_3_1,0.0358044,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv899-rdt511lv),rdt511lv.1.2.3,p1rlv899.1.2.3,3P_UG_AL_350kcmil_3_1,0.081682,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv901-rdt512lv),rdt512lv.1.2.3,p1rlv901.1.2.3,3P_UG_AL_350kcmil_3_1,0.0733754,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv895-rdt507lv),rdt507lv.1.2.3,p1rlv895.1.2.3,3P_UG_AL_350kcmil_3_1,0.0524823,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv903-rdt513lv),rdt513lv.1.2.3,p1rlv903.1.2.3,3P_UG_AL_350kcmil_3_1,0.0447994,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv892-rdt505lv),rdt505lv.1.2.3,p1rlv892.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt505-rdt506),rdt506.1.2.3,rdt505.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.365989,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv904-rdt514lv),rdt514lv.1.2.3,p1rlv904.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt506-rdt514),rdt506.1.2.3,rdt514.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.245007,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv905-rdt515lv),rdt515lv.1.2.3,p1rlv905.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt513-rdt515),rdt513-rdt515x.1.2.3,rdt513-rdt515xx.1.2.3,3P_UG_AL_3,0.210008,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p1rlv890-rdt503lv),rdt503lv.1.2.3,p1rlv890.1.2.3,3P_UG_AL_350kcmil_3_1,0.0551865,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p1rlv867-rdt484lv),rdt484lv.1.2.3,p1rlv867.1.2.3,3P_UG_AL_350kcmil_3_1,0.001,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:rdt484-rdt503),rdt503.1.2.3,rdt484.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.712511,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p1rlv880-rdt494lv),rdt494lv.1.2.3,p1rlv880.1.2.3,3P_UG_AL_350kcmil_3_1,0.0875407,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
