Hour=0, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.00625.
Hour=5265, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5267, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5276, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5277, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5280, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5287, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5290, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5294, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5301, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5303, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5313, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5318, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5325, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5327, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5339, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5351, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5352, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5361, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5364, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5373, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5375, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5384, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5388, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5390, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5397, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5398, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5400, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5408, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5411, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5422, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5436, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5447, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5458, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5461, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5469, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5472, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5481, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5484, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5493, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5496, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5520, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5530, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5543, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5555, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5560, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5566, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5568, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5574, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5583, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5589, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5592, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5601, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5604, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5613, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5616, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5627, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5638, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5641, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=5646, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=5652, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5663, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5666, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=5672, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=5675, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5680, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5686, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5688, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5700, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5703, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5710, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5721, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5725, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5734, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5736, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5745, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5746, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5757, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5760, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5769, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5773, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5782, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5784, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5793, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5794, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5805, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5808, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5818, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5822, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5829, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5832, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5835, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5840, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5842, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5854, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5856, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5867, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5871, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5877, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5889, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5893, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5901, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5904, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5913, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5916, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5925, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5926, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5937, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5939, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5949, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5950, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5961, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5964, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5973, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5976, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5985, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5988, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5996, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5997, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6001, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6007, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6011, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6022, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6024, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6025, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=6060, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=6082, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6085, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6094, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6096, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6107, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6110, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6118, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6120, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6132, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6144, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6157, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6166, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6193, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=6221, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=6226, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6228, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6231, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=6237, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=6238, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6240, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6249, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6251, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6261, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6264, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6273, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6276, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6286, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6288, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6297, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6299, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6301, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=6309, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=6310, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6312, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6321, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6324, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6334, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6336, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6345, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6347, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6359, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6360, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6362, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=6400, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=6408, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=6417, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=6421, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6423, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6429, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6432, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6441, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=6446, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=6452, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=6454, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=6469, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
