,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p2udt11794lv-p2ulv43405),p2udt11794lv.1.2.3,p2ulv43405.1.2.3,3P_UG_AL_750kcmil_3_3,0.0100507,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udt11794-p2udt3226),p2udt3226.1.2.3,p2udt11794.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0632715,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt215lv-p2ulv307),p2udt215lv.1.2.3,p2ulv307.1.2.3,3P_UG_AL_350kcmil_3_8,0.00589444,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm912-p2ulv303),p2udm912.1.2.3,p2ulv303.1.2.3,3P_UG_AL_350kcmil_3_8,0.00268263,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm913-p2ulv316),p2udm913.1.2.3,p2ulv316.1.2.3,3P_UG_AL_350kcmil_3_8,0.00702236,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm912-p2udm913),p2udm912.1.2.3,p2udm913.1.2.3,3P_UG_AL_350kcmil_3_8,0.01043,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm912-p2udt212lv),p2udt212lv.1.2.3,p2udm912.1.2.3,3P_UG_AL_350kcmil_3_8,0.0158132,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm914-p2ulv8145),p2udm914.1.2.3,p2ulv8145.1.2.3,3P_UG_AL_350kcmil_3_8,0.00527888,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm914-p2udt212lv),p2udt212lv.1.2.3,p2udm914.1.2.3,3P_UG_AL_350kcmil_3_8,0.0316228,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt212-p2udt218),p2udt212-p2udt218xx.1.2.3,p2udt212-p2udt218x.1.2.3,3P_UG_AL_3,0.0498976,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt211-p2udt218),p2udt211-p2udt218x.1.2.3,p2udt211-p2udt218xx.1.2.3,3P_UG_AL_3,0.0180459,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt211-p2udt215),p2udt211-p2udt215xx.1.2.3,p2udt211-p2udt215x.1.2.3,3P_UG_AL_3,0.0270831,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt215-p2udt216),p2udt216.1.2.3,p2udt215.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0533171,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt3685lv-p2ulv8129),p2udt3685lv.1.2.3,p2ulv8129.1.2.3,3P_UG_AL_350kcmil_3_8,0.0115918,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt2221lv-p2ulv4670),p2udt2221lv.1.2.3,p2ulv4670.1.2.3,3P_UG_AL_350kcmil_3_8,0.0136179,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt2221-p2udt3685),p2udt3685.1.2.3,p2udt2221.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0391952,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt217-p2udt3685),p2udt217.1.2.3,p2udt3685.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.019587,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt217-p2udt602),p2udt217-p2udt602x.1.2.3,p2udt217.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0564063,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udm4296-p2ulv2526),p2udm4296.1.2.3,p2ulv2526.1.2.3,3P_UG_AL_350kcmil_3_8,0.0123271,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4296-p2udt1255lv),p2udt1255lv.1.2.3,p2udm4296.1.2.3,3P_UG_AL_350kcmil_3_8,0.0276482,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4297-p2ulv8225),p2udm4297.1.2.3,p2ulv8225.1.2.3,3P_UG_AL_350kcmil_3_8,0.0129474,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4297-p2udt1255lv),p2udt1255lv.1.2.3,p2udm4297.1.2.3,3P_UG_AL_350kcmil_3_8,0.0184415,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt1255-p2udt3751),p2udt3751.1.2.3,p2udt1255.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.176375,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt2712lv-p2ulv5789),p2udt2712lv.1.2.3,p2ulv5789.1.2.3,3P_UG_AL_350kcmil_3_8,0.0032182,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt2712-p2udt3751),p2udt3751.1.2.3,p2udt2712.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0395994,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt3751-p2udt602),p2udt3751-p2udt602x.1.2.3,p2udt3751.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.180774,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt3762lv-p2ulv8272),p2udt3762lv.1.2.3,p2ulv8272.1.2.3,3P_UG_AL_350kcmil_3_8,0.0137557,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt258-p2udt3762),p2udt258.1.2.3,p2udt3762.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.001,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt258-p2udt3761),p2udt3761.1.2.3,p2udt258.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0529678,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt219-p2udt2221),p2udt219-p2udt2221x.1.2.3,p2udt219.1.2.3,3P_OH_AL_ACSR_1033kcmil_Curlew_3,0.048548,3,----,----,----,----,----,----,['0.0871 |0.0296 0.0871 |0.0296 0.0296 0.0871'],['0.5382333 |0.1839333 0.5382333 |0.1839333 0.1839333 0.5382333'],['8.6745 |-3.8842 8.6745 |-3.8842 -3.8842 8.6745'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,960,600,0.1,20,3,60,True,
Line.l(r:p2udt1255-p2umv27),p2udt1255-p2umv27x.1.2.3,p2udt1255-p2umv27xx.1.2.3,3P_OH_AL_ACSR_1033kcmil_Curlew_3,0.0397713,3,----,----,----,----,----,----,['0.0871 |0.0296 0.0871 |0.0296 0.0296 0.0871'],['0.5382333 |0.1839333 0.5382333 |0.1839333 0.1839333 0.5382333'],['8.6745 |-3.8842 8.6745 |-3.8842 -3.8842 8.6745'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,960,600,0.1,20,3,60,True,
Line.l(r:p2udm9066-p2ulv7032)p2ud1,p2udm9066.1.2.3,p2ulv7032.1.2.3,3P_UG_AL_750kcmil_3_3,0.0112688,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt212-p2udt213)p2u_51535,p2udt212-p2udt213x.3,p2udt212-p2udt213xx.3,padswitch_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,151,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt212-p2udt213)p2u_51536,p2udt212-p2udt213xxx.3,p2udt213.3,padswitch_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.608924'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1142-p2udt2242)p2u_51533,p2udt2242.1.2.3,p2udt1142-p2udt2242xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1142-p2udt2242)p2u_51534,p2udt1142-p2udt2242x.1.2.3,p2udt1142.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12128-p2udt1279)p2u_51515,p2udt1279.1.2.3,p2udt12128-p2udt1279xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt12128-p2udt1279)p2u_51516,p2udt12128-p2udt1279x.1.2.3,p2udt12128.1.2.3,padswitch_3_6,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1279-p2udt1622)p2u_51517,p2udt1622.1.2.3,p2udt1279-p2udt1622xx.1.2.3,padswitch_3_6,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1279-p2udt1622)p2u_51518,p2udt1279-p2udt1622x.1.2.3,p2udt1279.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1622-p2udt3637)p2u_51519,p2udt1622.1.2.3,p2udt1622-p2udt3637x.1.2.3,padswitch_3_6,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1622-p2udt3637)p2u_51520,p2udt1622-p2udt3637xx.1.2.3,p2udt3637.1.2.3,padswitch_3_6,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1622-p2udt739)p2u_51521,p2udt739.1.2.3,p2udt1622-p2udt739xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1622-p2udt739)p2u_51522,p2udt1622-p2udt739x.1.2.3,p2udt1622.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt739-p2udt9646)p2u_51523,p2udt739.1.2.3,p2udt739-p2udt9646x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt739-p2udt9646)p2u_51524,p2udt739-p2udt9646xx.1.2.3,p2udt9646.1.2.3,padswitch_3_6,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt208-p2udt739)p2u_51525,p2udt208.1.2.3,p2udt208-p2udt739x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt208-p2udt739)p2u_51526,p2udt208-p2udt739xx.1.2.3,p2udt739.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt207-p2udt208)p2u_51527,p2udt207.1.2.3,p2udt207-p2udt208x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt207-p2udt208)p2u_51528,p2udt207-p2udt208xx.1.2.3,p2udt208.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt207-p2udt2242)p2u_51529,p2udt2242.1.2.3,p2udt207-p2udt2242xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt207-p2udt2242)p2u_51530,p2udt207-p2udt2242x.1.2.3,p2udt207.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1142-p2umv27)p2u_51531,p2udt1142.1.2.3,p2udt1142-p2umv27x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt1142-p2umv27)p2u_51532,p2udt1142-p2umv27xx.1.2.3,p2umv27.1.2.3,padswitch_3_11,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,960,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt212-p2udt218)p2u_51537,p2udt218.1.2.3,p2udt212-p2udt218xx.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt212-p2udt218)p2u_51538,p2udt212-p2udt218x.1.2.3,p2udt212.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt211-p2udt218)p2u_51539,p2udt211.1.2.3,p2udt211-p2udt218x.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt211-p2udt218)p2u_51540,p2udt211-p2udt218xx.1.2.3,p2udt218.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.padswitch(r:p2udt211-p2udt215)p2u_51541,p2udt215.1.2.3,p2udt211-p2udt215xx.1.2.3,padswitch_3_8,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
